# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=8][T/m^n] 
+1.0820000000000000e+02 -7.6304775683007690e-04 +1.0841372869827097e-07 +2.2061780869112019e-01 -1.5578459311110034e+01 +1.8875268788769540e+02 +8.7539406060026100e+04 
+1.0830000000000001e+02 -7.6100721001061053e-04 +1.0787346219276136e-07 +2.1987472009011980e-01 -1.5529191935408431e+01 +1.9679615770445719e+02 +7.7653412619609051e+04 
+1.0840000000000001e+02 -7.5897325293728985e-04 +1.0733320032159298e-07 +2.1913430549812413e-01 -1.5479986478192119e+01 +2.0410502104998164e+02 +6.9261602452621752e+04 
+1.0850000000000000e+02 -7.5694586197083756e-04 +1.0680286625184519e-07 +2.1839655321530924e-01 -1.5430850250120006e+01 +2.1086485069997019e+02 +6.1866757522317959e+04 
+1.0860000000000001e+02 -7.5492501347200383e-04 +1.0629238315803680e-07 +2.1766145154461297e-01 -1.5381790608422513e+01 +2.1726146672748283e+02 +5.4971255889414002e+04 
+1.0870000000000000e+02 -7.5291068380152265e-04 +1.0581167420777861e-07 +2.1692898878780231e-01 -1.5332814893239588e+01 +2.2348060453324365e+02 +4.8077608881008593e+04 
+1.0880000000000001e+02 -7.5090284932010525e-04 +1.0537066256124174e-07 +2.1619915324363917e-01 -1.5283930391881926e+01 +2.2970771713652130e+02 +4.0688787917433168e+04 
+1.0890000000000001e+02 -7.4890148638849551e-04 +1.0497927141234118e-07 +2.1547193321479918e-01 -1.5235144460358546e+01 +2.3612862609674073e+02 +3.2307161674035629e+04 
+1.0900000000000000e+02 -7.4690657136739901e-04 +1.0464742389892922e-07 +2.1474731699976907e-01 -1.5186464382911691e+01 +2.4292877311122277e+02 +2.2435714541426732e+04 
+1.0910000000000001e+02 -7.4491808076193643e-04 +1.0438177207760535e-07 +2.1402529286154623e-01 -1.5137886968808903e+01 +2.5019390924455385e+02 +1.0802986546853876e+04 
+1.0920000000000000e+02 -7.4293599165449096e-04 +1.0417588343790463e-07 +2.1330584887738557e-01 -1.5089366398444556e+01 +2.5760723047919743e+02 -1.9541803882622862e+03 
+1.0930000000000001e+02 -7.4096028127189925e-04 +1.0402005435781951e-07 +2.1258897309361771e-01 -1.5040846451069775e+01 +2.6475261856222022e+02 -1.4973983959017860e+04 
+1.0940000000000001e+02 -7.3899092684091329e-04 +1.0390458116725076e-07 +2.1187465354712517e-01 -1.4992270752216205e+01 +2.7121316855970173e+02 -2.7393375555211922e+04 
+1.0950000000000000e+02 -7.3702790558835324e-04 +1.0381976027926319e-07 +2.1116287828217231e-01 -1.4943583045708596e+01 +2.7657257453259518e+02 -3.8350247927661811e+04 
+1.0960000000000001e+02 -7.3507119474099504e-04 +1.0375588800701838e-07 +2.1045363533878036e-01 -1.4894727010720951e+01 +2.8041421348095639e+02 -4.6982006719160141e+04 
+1.0970000000000000e+02 -7.3312077152562906e-04 +1.0370326075720443e-07 +2.0974691275714893e-01 -1.4845646320253836e+01 +2.8232140396948324e+02 -5.2425936984903252e+04 
+1.0980000000000001e+02 -7.3117661316902168e-04 +1.0365217484962544e-07 +2.0904269857703381e-01 -1.4796284653843268e+01 +2.8187753732886296e+02 -5.3819479106931758e+04 
+1.0990000000000001e+02 -7.2923869689799244e-04 +1.0359292667662162e-07 +2.0834098084168234e-01 -1.4746585733320309e+01 +2.7866617993560959e+02 -5.0300308517271842e+04 
+1.1000000000000000e+02 -7.2730699993929677e-04 +1.0351581260369750e-07 +2.0764174758891868e-01 -1.4696493202408210e+01 +2.7227052811948050e+02 -4.1005545370337619e+04 
+1.1010000000000001e+02 -7.2538149970488195e-04 +1.0341304852734994e-07 +2.0694498860984548e-01 -1.4645981481157609e+01 +2.6246810020073383e+02 -2.5441176613938362e+04 
+1.1020000000000000e+02 -7.2346217434706643e-04 +1.0328452854270658e-07 +2.0625070066813567e-01 -1.4595147458799008e+01 +2.4981051709168071e+02 -4.5836841231153130e+03 
+1.1030000000000001e+02 -7.2154900220335050e-04 +1.0313206629103225e-07 +2.0555888228009858e-01 -1.4544118792135480e+01 +2.3504368119653901e+02 +2.0221643647616984e+04 
+1.1040000000000001e+02 -7.1964196161119511e-04 +1.0295747543272223e-07 +2.0486953195856422e-01 -1.4493023087743047e+01 +2.1891325807843131e+02 +4.7629871149082268e+04 
+1.1050000000000000e+02 -7.1774103090807529e-04 +1.0276256956440373e-07 +2.0418264821633314e-01 -1.4441987941618443e+01 +2.0216482854425971e+02 +7.6296229827239877e+04 
+1.1060000000000001e+02 -7.1584618843152507e-04 +1.0254916235072320e-07 +2.0349822957361169e-01 -1.4391141076563049e+01 +1.8554464300631761e+02 +1.0487486730880491e+05 
+1.1070000000000000e+02 -7.1395741251895062e-04 +1.0231906743480542e-07 +2.0281627453725462e-01 -1.4340610000975051e+01 +1.6979785876807099e+02 +1.3202166141445554e+05 
+1.1080000000000001e+02 -7.1207468150786310e-04 +1.0207409844037900e-07 +2.0213678162430465e-01 -1.4290522382206703e+01 +1.5567043014097584e+02 +1.5639124220076014e+05 
+1.1090000000000001e+02 -7.1019797373571584e-04 +1.0181606900924022e-07 +2.0145974934650188e-01 -1.4241005807130104e+01 +1.4390791482187490e+02 +1.7663885330610673e+05 
+1.1100000000000000e+02 -7.0832726754002510e-04 +1.0154679279035923e-07 +2.0078517622146211e-01 -1.4192187951746561e+01 +1.3525630888188891e+02 +1.9141906150537074e+05 
+1.1110000000000001e+02 -7.0646254136894993e-04 +1.0126750764039144e-07 +2.0011305899831988e-01 -1.4144164099222618e+01 +1.3026649165259187e+02 +1.9974507012172387e+05 
+1.1120000000000000e+02 -7.0460377411368086e-04 +1.0097714837161265e-07 +1.9944338739515671e-01 -1.4096900611182754e+01 +1.2871206578644816e+02 +2.0205971184091712e+05 
+1.1130000000000001e+02 -7.0275094477607804e-04 +1.0067407397555404e-07 +1.9877614936360533e-01 -1.4050331483567053e+01 +1.3017163967694211e+02 +1.9916427830811532e+05 
+1.1140000000000001e+02 -7.0090403235804292e-04 +1.0035664350592054e-07 +1.9811133285990978e-01 -1.4004390786990738e+01 +1.3422420304161344e+02 +1.9185945764489140e+05 
+1.1150000000000000e+02 -6.9906301586147369e-04 +1.0002321596779401e-07 +1.9744892583972459e-01 -1.3959012582789722e+01 +1.4044869892225356e+02 +1.8094601158747409e+05 
+1.1160000000000001e+02 -6.9722787428818332e-04 +9.9672150394951990e-08 +1.9678891624976055e-01 -1.3914130787186064e+01 +1.4842332757896966e+02 +1.6722587912599539e+05 
+1.1170000000000000e+02 -6.9539858664014484e-04 +9.9301805794070484e-08 +1.9613129205381261e-01 -1.3869679593430124e+01 +1.5772770733813564e+02 +1.5149875062930569e+05 
+1.1180000000000001e+02 -6.9357513191917175e-04 +9.8910541196801402e-08 +1.9547604119862588e-01 -1.3825592918090308e+01 +1.6794003883630688e+02 +1.3456656668826455e+05 
+1.1190000000000001e+02 -6.9175748912718665e-04 +9.8496715636125089e-08 +1.9482315164231226e-01 -1.3781804861100712e+01 +1.7863946018581723e+02 +1.1722978119217588e+05 
+1.1200000000000000e+02 -6.8994563726603798e-04 +9.8058688126688625e-08 +1.9417261133581415e-01 -1.3738249410322251e+01 +1.8940454591367615e+02 +1.0028973289851262e+05 
+1.1210000000000001e+02 -6.8813955546801625e-04 +9.7596594803659189e-08 +1.9352440823423167e-01 -1.3694866664076432e+01 +1.9987582426970442e+02 +8.4405034158432347e+04 
+1.1220000000000000e+02 -6.8633922338697656e-04 +9.7117680339815643e-08 +1.9287853029045593e-01 -1.3651620877825776e+01 +2.0994023308964444e+02 +6.9665572866466755e+04 
+1.1230000000000001e+02 -6.8454462080708243e-04 +9.6630966469471580e-08 +1.9223496544854912e-01 -1.3608482215456908e+01 +2.1954565317916132e+02 +5.6020090427124109e+04 
+1.1240000000000001e+02 -6.8275572751258723e-04 +9.6145474980611926e-08 +1.9159370166183867e-01 -1.3565420988910274e+01 +2.2864071639856343e+02 +4.3416144503942844e+04 
+1.1250000000000000e+02 -6.8097252328766977e-04 +9.5670227625617951e-08 +1.9095472687595397e-01 -1.3522407386892098e+01 +2.3717342878121423e+02 +3.1802279692758373e+04 
+1.1260000000000001e+02 -6.7919498791660685e-04 +9.5214246190614641e-08 +1.9031802904636821e-01 -1.3479411754008455e+01 +2.4509258414225513e+02 +2.1125801632040842e+04 
+1.1270000000000000e+02 -6.7742310118357456e-04 +9.4786552429577421e-08 +1.8968359611840271e-01 -1.3436404273917368e+01 +2.5234616201068798e+02 +1.1335298077325995e+04 
+1.1280000000000001e+02 -6.7565684287276058e-04 +9.4396168108969565e-08 +1.8905141603882597e-01 -1.3393355154458698e+01 +2.5888226763055263e+02 +2.3791554221400420e+03 
+1.1290000000000001e+02 -6.7389619276842947e-04 +9.4052115008007936e-08 +1.8842147676165963e-01 -1.3350234716378894e+01 +2.6464957202326838e+02 -5.7951254261591457e+03 
+1.1300000000000000e+02 -6.7214113065477369e-04 +9.3763414878276628e-08 +1.8779376623409436e-01 -1.3307013174182599e+01 +2.6959621393846669e+02 -1.3239210438003172e+04 
+1.1310000000000001e+02 -6.7039163645593331e-04 +9.3535987662062211e-08 +1.8716827317835685e-01 -1.3263665585628198e+01 +2.7366518830630304e+02 -1.9953024373627341e+04 
+1.1320000000000000e+02 -6.6864769065536653e-04 +9.3363345857215429e-08 +1.8654498937019176e-01 -1.3220185650223170e+01 +2.7677523415191837e+02 -2.5723748376578598e+04 
+1.1330000000000001e+02 -6.6690927387656274e-04 +9.3235900174873906e-08 +1.8592390736904774e-01 -1.3176572048424992e+01 +2.7884064382630788e+02 -3.0287920685358131e+04 
+1.1340000000000001e+02 -6.6517636674301721e-04 +9.3144061292962901e-08 +1.8530501973484609e-01 -1.3132823467699795e+01 +2.7977574216770529e+02 -3.3382126142265137e+04 
+1.1350000000000000e+02 -6.6344894987806647e-04 +9.3078239869214426e-08 +1.8468831901169644e-01 -1.3088938347436720e+01 +2.7949360946290858e+02 -3.4741003142649497e+04 
+1.1360000000000001e+02 -6.6172700390519461e-04 +9.3028846596964220e-08 +1.8407379775848970e-01 -1.3044915358912112e+01 +2.7790848927067566e+02 -3.4101009610383080e+04 
+1.1370000000000000e+02 -6.6001050944786133e-04 +9.2986292162108537e-08 +1.8346144853153173e-01 -1.3000753132682705e+01 +2.7493442103327652e+02 -3.1198284597366102e+04 
+1.1380000000000001e+02 -6.5829944712947352e-04 +9.2940987253200598e-08 +1.8285126388202980e-01 -1.2956450219688209e+01 +2.7048504499704723e+02 -2.5768342629216819e+04 
+1.1390000000000001e+02 -6.5659379757344069e-04 +9.2883342544180058e-08 +1.8224323636121803e-01 -1.2912005169865152e+01 +2.6447399164786174e+02 -1.7546677445894878e+04 
+1.1400000000000000e+02 -6.5489354140325245e-04 +9.2803768707392453e-08 +1.8163735852893018e-01 -1.2867416672155166e+01 +2.5681560295630271e+02 -6.2699120599212429e+03 
+1.1410000000000001e+02 -6.5319865938062520e-04 +9.2694730327190666e-08 +1.8103362361867756e-01 -1.2822695678412572e+01 +2.4750924568178831e+02 +8.1522575768972838e+03 
+1.1420000000000000e+02 -6.5150913282047173e-04 +9.2556907555715599e-08 +1.8043202759175322e-01 -1.2777902735548560e+01 +2.3689719010353366e+02 +2.5113370383601108e+04 
+1.1430000000000001e+02 -6.4982494317606570e-04 +9.2393034437985149e-08 +1.7983256709726372e-01 -1.2733110879089239e+01 +2.2540787627692501e+02 +4.3832087060999584e+04 
+1.1440000000000001e+02 -6.4814607190064716e-04 +9.2205844992712915e-08 +1.7923523878056999e-01 -1.2688393083951722e+01 +2.1346943487923642e+02 +6.3527557896555765e+04 
+1.1450000000000000e+02 -6.4647250044746888e-04 +9.1998073282187320e-08 +1.7864003928875222e-01 -1.2643822355395221e+01 +2.0151016029964518e+02 +8.3418663818624351e+04 
+1.1460000000000001e+02 -6.4480421026974315e-04 +9.1772453328044583e-08 +1.7804696526490688e-01 -1.2599471635542990e+01 +1.8995802576393672e+02 +1.0272479474981602e+05 
+1.1470000000000000e+02 -6.4314118282077215e-04 +9.1531719196824373e-08 +1.7745601336095071e-01 -1.2555414004664479e+01 +1.7924169879917619e+02 +1.2066425169397675e+05 
+1.1480000000000001e+02 -6.4148339955370022e-04 +9.1278604916274105e-08 +1.7686718021263703e-01 -1.2511722285389355e+01 +1.6978854034685776e+02 +1.3645739569036424e+05 
+1.1490000000000001e+02 -6.3983084192189416e-04 +9.1015844524503397e-08 +1.7628046247856413e-01 -1.2468469665607039e+01 +1.6202776767234943e+02 +1.4932165649860230e+05 
+1.1500000000000000e+02 -6.3818349137849460e-04 +9.0746172073172701e-08 +1.7569585679440641e-01 -1.2425728968408883e+01 +1.5638674842654362e+02 +1.5847738050208997e+05 
+1.1510000000000001e+02 -6.3654132948082816e-04 +9.0471607014845994e-08 +1.7511335890057997e-01 -1.2383555693802208e+01 +1.5318532627810612e+02 +1.6334742022427567e+05 
+1.1520000000000000e+02 -6.3490433820226279e-04 +9.0191310526595357e-08 +1.7453296088489675e-01 -1.2341934909176054e+01 +1.5230746387155961e+02 +1.6417377815110137e+05 
+1.1530000000000001e+02 -6.3327249962029483e-04 +8.9903729193038893e-08 +1.7395465393434534e-01 -1.2300834271125632e+01 +1.5352915693983800e+02 +1.6140165993025491e+05 
+1.1540000000000001e+02 -6.3164579581229021e-04 +8.9607309608360012e-08 +1.7337842922269134e-01 -1.2260221226430014e+01 +1.5662533933449799e+02 +1.5547794348734937e+05 
+1.1550000000000000e+02 -6.3002420885571763e-04 +8.9300498362490799e-08 +1.7280427793372150e-01 -1.2220063378797677e+01 +1.6137173297432619e+02 +1.4684827218562580e+05 
+1.1560000000000001e+02 -6.2840772082800600e-04 +8.8981742031015673e-08 +1.7223219124798012e-01 -1.2180328285299824e+01 +1.6754383867950031e+02 +1.3595862145552380e+05 
+1.1570000000000000e+02 -6.2679631380657924e-04 +8.8649487229108246e-08 +1.7166216034470183e-01 -1.2140983477641818e+01 +1.7491701521572571e+02 +1.2325520486374712e+05 
+1.1580000000000001e+02 -6.2518996986886735e-04 +8.8302180514019585e-08 +1.7109417640420621e-01 -1.2101996506250087e+01 +1.8326671933169408e+02 +1.0918407893735827e+05 
+1.1590000000000001e+02 -6.2358867109233503e-04 +8.7938268518990966e-08 +1.7052823061015379e-01 -1.2063334974880705e+01 +1.9236867939876200e+02 +9.4190870307955964e+04 
+1.1600000000000000e+02 -6.2199239955437009e-04 +8.7556197789051219e-08 +1.6996431413846932e-01 -1.2024966365205067e+01 +2.0199800919911092e+02 +7.8722169100211409e+04 
+1.1610000000000001e+02 -6.2040113742934885e-04 +8.7155865304831120e-08 +1.6940241759604885e-01 -1.1986855087958361e+01 +2.1193754878560634e+02 +6.3181425858263436e+04 
+1.1620000000000000e+02 -6.1881486727922866e-04 +8.6742969488596627e-08 +1.6884252927731616e-01 -1.1948952713214780e+01 +2.2199829610516056e+02 +4.7803776439798588e+04 
+1.1630000000000001e+02 -6.1723357176286244e-04 +8.6324659132853486e-08 +1.6828463689735501e-01 -1.1911207571346255e+01 +2.3199810790555571e+02 +3.2782595821348477e+04 
+1.1640000000000001e+02 -6.1565723353911202e-04 +8.5908083013368285e-08 +1.6772872817323051e-01 -1.1873568032270020e+01 +2.4175506525262688e+02 +1.8310880415679261e+04 
+1.1650000000000000e+02 -6.1408583526685091e-04 +8.5500389940182920e-08 +1.6717479082247294e-01 -1.1835982468134288e+01 +2.5108724540481168e+02 +4.5816483287246729e+03 
+1.1660000000000001e+02 -6.1251935960495482e-04 +8.5108728682687225e-08 +1.6662281256329822e-01 -1.1798399264753868e+01 +2.5981280252613237e+02 -8.2122112520683440e+03 
+1.1670000000000000e+02 -6.1095778921228935e-04 +8.4740248034715383e-08 +1.6607278111258097e-01 -1.1760766784759124e+01 +2.6774976818217124e+02 -1.9877610814572447e+04 
+1.1680000000000001e+02 -6.0940110674772684e-04 +8.4402096798072585e-08 +1.6552468418825553e-01 -1.1723033410593715e+01 +2.7471628349604958e+02 -3.0221645284691196e+04 
+1.1690000000000001e+02 -6.0784929487010873e-04 +8.4101423756230783e-08 +1.6497850950448958e-01 -1.1685147459041934e+01 +2.8053013829619880e+02 -3.9050835654207935e+04 
+1.1700000000000000e+02 -6.0630233623833109e-04 +8.3845377698241537e-08 +1.6443424478161162e-01 -1.1647057351723141e+01 +2.8500967629345729e+02 -4.6172600799869935e+04 
+1.1710000000000001e+02 -6.0476021364876283e-04 +8.3638601778559923e-08 +1.6389187906483799e-01 -1.1608723906254172e+01 +2.8801220161476198e+02 -5.1425636148285870e+04 
+1.1720000000000000e+02 -6.0322291044783804e-04 +8.3475716657892490e-08 +1.6335140671797677e-01 -1.1570157851888291e+01 +2.8955260470693526e+02 -5.4776586670339959e+04 
+1.1730000000000001e+02 -6.0169041011952286e-04 +8.3348837355441050e-08 +1.6281282343590561e-01 -1.1531382414000703e+01 +2.8968524947625912e+02 -5.6224188641261469e+04 
+1.1740000000000001e+02 -6.0016269614778569e-04 +8.3250078883764927e-08 +1.6227612491402907e-01 -1.1492420830849287e+01 +2.8846458084131700e+02 -5.5767323709210606e+04 
+1.1750000000000000e+02 -5.9863975201659004e-04 +8.3171556267379889e-08 +1.6174130684693055e-01 -1.1453296323654675e+01 +2.8594494360358664e+02 -5.3404700213483047e+04 
+1.1760000000000001e+02 -5.9712156120984058e-04 +8.3105384519908034e-08 +1.6120836492341187e-01 -1.1414032023167582e+01 +2.8218022878436500e+02 -4.9134316244965914e+04 
+1.1770000000000000e+02 -5.9560810721156164e-04 +8.3043678677556023e-08 +1.6067729484435797e-01 -1.1374651252695672e+01 +2.7722530563474214e+02 -4.2955715203693180e+04 
+1.1780000000000001e+02 -5.9409937350564856e-04 +8.2978553734815545e-08 +1.6014809229756541e-01 -1.1335177127725400e+01 +2.7113399056050673e+02 -3.4866780734854889e+04 
+1.1790000000000001e+02 -5.9259534357612156e-04 +8.2902124733738581e-08 +1.5962075298352982e-01 -1.1295632963363516e+01 +2.6396110333743638e+02 -2.4866968866300893e+04 
+1.1800000000000000e+02 -5.9109600090689277e-04 +8.2806506692729845e-08 +1.5909527259182360e-01 -1.1256041905048749e+01 +2.5576061826963542e+02 -1.2954419160174464e+04 
+1.1810000000000001e+02 -5.8960132908127409e-04 +8.2685544290033455e-08 +1.5857164687653466e-01 -1.1216431482430467e+01 +2.4662589378631236e+02 +7.8527602547692436e+02 
+1.1820000000000000e+02 -5.8811131208000062e-04 +8.2540000894530872e-08 +1.5804987183364527e-01 -1.1176846531811233e+01 +2.3680674778652599e+02 +1.5918311879601850e+04 
+1.1830000000000001e+02 -5.8662593398314540e-04 +8.2372369519532376e-08 +1.5752994351742228e-01 -1.1137336178848882e+01 +2.2659191729611868e+02 +3.1924145504727188e+04 
+1.1840000000000001e+02 -5.8514517887071937e-04 +8.2185143216609122e-08 +1.5701185797590875e-01 -1.1097949449201844e+01 +2.1626962685979336e+02 +4.8283049549595693e+04 
+1.1850000000000000e+02 -5.8366903082279547e-04 +8.1980814998539942e-08 +1.5649561126342043e-01 -1.1058735470039677e+01 +2.0612862379347064e+02 +6.4474461775359101e+04 
+1.1860000000000001e+02 -5.8219747391949610e-04 +8.1761877903876645e-08 +1.5598119943919703e-01 -1.1019743443826957e+01 +1.9645802557511831e+02 +7.9977250131100285e+04 
+1.1870000000000000e+02 -5.8073049224080834e-04 +8.1530824948586507e-08 +1.5546861854905519e-01 -1.0981022364160367e+01 +1.8754590651982829e+02 +9.4271909699643555e+04 
+1.1880000000000001e+02 -5.7926806986684340e-04 +8.1290149174409702e-08 +1.5495786465088462e-01 -1.0942621410973867e+01 +1.7968126701549298e+02 +1.0683749584666787e+05 
+1.1890000000000001e+02 -5.7781019087763520e-04 +8.1042343610332891e-08 +1.5444893379505387e-01 -1.0904589648241577e+01 +1.7315253192320583e+02 +1.1715395760160693e+05 
+1.1900000000000000e+02 -5.7635683935325051e-04 +8.0789901280028545e-08 +1.5394182203564877e-01 -1.0866976201104704e+01 +1.6824844135592193e+02 +1.2470074204390103e+05 
+1.1910000000000001e+02 -5.7490799947041338e-04 +8.0534708577169361e-08 +1.5343652497231863e-01 -1.0829819827516486e+01 +1.6519214946267641e+02 +1.2908088672043102e+05 
+1.1920000000000000e+02 -5.7346365579235723e-04 +8.0276225445838709e-08 +1.5293303637903444e-01 -1.0793117722777328e+01 +1.6394408466025229e+02 +1.3039229595516015e+05 
+1.1930000000000001e+02 -5.7202379297902051e-04 +8.0013305171424339e-08 +1.5243134958127769e-01 -1.0756856815974544e+01 +1.6439961949622037e+02 +1.2885561004378027e+05 
+1.1940000000000001e+02 -5.7058839569025478e-04 +7.9744801025763404e-08 +1.5193145789470233e-01 -1.0721023873883093e+01 +1.6645328582669976e+02 +1.2469281350530857e+05 
+1.1950000000000000e+02 -5.6915744858599445e-04 +7.9469566338349888e-08 +1.5143335464455415e-01 -1.0685605824505023e+01 +1.7000045977945626e+02 +1.1812453086256592e+05 
+1.1960000000000001e+02 -5.6773093632612244e-04 +7.9186454393774458e-08 +1.5093703315014154e-01 -1.0650589494724141e+01 +1.7493598312482760e+02 +1.0937225299350791e+05 
+1.1970000000000000e+02 -5.6630884357057479e-04 +7.8894318481410402e-08 +1.5044248673616711e-01 -1.0615961799530576e+01 +1.8115515300944944e+02 +9.8656742475796331e+04 
+1.1980000000000001e+02 -5.6489115497921174e-04 +7.8592011890896820e-08 +1.4994970871994978e-01 -1.0581709536269267e+01 +1.8855266800361491e+02 +8.6199708994576227e+04 
